examples
"{'question': 'Take the last letters of each words in ""Yvette Riley Bill Patti"" and concatenate them.', 'answer': 'eyli'}"
"{'question': 'Take the last letters of each words in ""Tamara Gladys Lindsay Tim"" and concatenate them.', 'answer': 'asym'}"
"{'question': 'Take the last letters of each words in ""Sean Mauricio Judy Jenna"" and concatenate them.', 'answer': 'noya'}"
"{'question': 'Take the last letters of each words in ""Terry Ariana Carolyn Marisa"" and concatenate them.', 'answer': 'yana'}"
"{'question': 'Take the last letters of each words in ""Carmen Marie Kenny Christopher"" and concatenate them.', 'answer': 'neyr'}"
"{'question': 'Take the last letters of each words in ""Chris Franklin Molly Luis"" and concatenate them.', 'answer': 'snys'}"
"{'question': 'Take the last letters of each words in ""Carla Esmeralda Ryan Bella"" and concatenate them.', 'answer': 'aana'}"
"{'question': 'Take the last letters of each words in ""Thomas Ron Julia Dolores"" and concatenate them.', 'answer': 'snas'}"
"{'question': 'Take the last letters of each words in ""Shannon Toni Cathy Gustavo"" and concatenate them.', 'answer': 'niyo'}"
"{'question': 'Take the last letters of each words in ""Alison Ricky Gail Bianca"" and concatenate them.', 'answer': 'nyla'}"
"{'question': 'Take the last letters of each words in ""Melvin Jon Rodney Simon"" and concatenate them.', 'answer': 'nnyn'}"
"{'question': 'Take the last letters of each words in ""Jeff Guillermo Sonia Maria"" and concatenate them.', 'answer': 'foaa'}"
"{'question': 'Take the last letters of each words in ""Dean German Fernando Susie"" and concatenate them.', 'answer': 'nnoe'}"
"{'question': 'Take the last letters of each words in ""Jazmin Joanna Jacob Paige"" and concatenate them.', 'answer': 'nabe'}"
"{'question': 'Take the last letters of each words in ""Susana Meghan Justin Wayne"" and concatenate them.', 'answer': 'anne'}"
"{'question': 'Take the last letters of each words in ""Miguel Jen Sam Angelo"" and concatenate them.', 'answer': 'lnmo'}"
"{'question': 'Take the last letters of each words in ""Noe Katrina Patrick Phillip"" and concatenate them.', 'answer': 'eakp'}"
"{'question': 'Take the last letters of each words in ""Carol Tj Erica Catherine"" and concatenate them.', 'answer': 'ljae'}"
"{'question': 'Take the last letters of each words in ""Wilson Kendra Samantha Sabrina"" and concatenate them.', 'answer': 'naaa'}"
"{'question': 'Take the last letters of each words in ""Efrain Beatriz Dominic Lance"" and concatenate them.', 'answer': 'nzce'}"
"{'question': 'Take the last letters of each words in ""Darrell Maritza Hilda Amelia"" and concatenate them.', 'answer': 'laaa'}"
"{'question': 'Take the last letters of each words in ""Gilberto Melanie Ronald Erick"" and concatenate them.', 'answer': 'oedk'}"
"{'question': 'Take the last letters of each words in ""Diego Jordan Mario Ricardo"" and concatenate them.', 'answer': 'onoo'}"
"{'question': 'Take the last letters of each words in ""Noah Suzanne Natasha Bridget"" and concatenate them.', 'answer': 'heat'}"
"{'question': 'Take the last letters of each words in ""Jeremy Desiree Corey Lauren"" and concatenate them.', 'answer': 'yeyn'}"
"{'question': 'Take the last letters of each words in ""Marcelo Gerardo Jeremiah Sylvia"" and concatenate them.', 'answer': 'ooha'}"
"{'question': 'Take the last letters of each words in ""Cody Holly Moises Linda"" and concatenate them.', 'answer': 'yysa'}"
"{'question': 'Take the last letters of each words in ""Harold Rocio Eileen Ruby"" and concatenate them.', 'answer': 'dony'}"
"{'question': 'Take the last letters of each words in ""Esperanza Noemi Andy Tracy"" and concatenate them.', 'answer': 'aiyy'}"
"{'question': 'Take the last letters of each words in ""Jared Betsy Rosario Alberto"" and concatenate them.', 'answer': 'dyoo'}"
"{'question': 'Take the last letters of each words in ""Grant Shane Karl Daisy"" and concatenate them.', 'answer': 'tely'}"
"{'question': 'Take the last letters of each words in ""Kate Walter Hannah Saul"" and concatenate them.', 'answer': 'erhl'}"
"{'question': 'Take the last letters of each words in ""Brandon Alex Marco Philip"" and concatenate them.', 'answer': 'nxop'}"
"{'question': 'Take the last letters of each words in ""Brandy Timothy Pam Spencer"" and concatenate them.', 'answer': 'yymr'}"
"{'question': 'Take the last letters of each words in ""Bob Madison Agustin Javier"" and concatenate them.', 'answer': 'bnnr'}"
"{'question': 'Take the last letters of each words in ""Evan Jimmy Francis Tom"" and concatenate them.', 'answer': 'nysm'}"
"{'question': 'Take the last letters of each words in ""Janice Darren Michelle Princess"" and concatenate them.', 'answer': 'enes'}"
"{'question': 'Take the last letters of each words in ""Dana Roy Cynthia Alma"" and concatenate them.', 'answer': 'ayaa'}"
"{'question': 'Take the last letters of each words in ""Ismael Renee Krystal Margarita"" and concatenate them.', 'answer': 'lela'}"
"{'question': 'Take the last letters of each words in ""Phyllis Dylan Steve Benjamin"" and concatenate them.', 'answer': 'snen'}"
"{'question': 'Take the last letters of each words in ""Sarah Jason Nate Eric"" and concatenate them.', 'answer': 'hnec'}"
"{'question': 'Take the last letters of each words in ""Kathy Jenn Pat Phil"" and concatenate them.', 'answer': 'yntl'}"
"{'question': 'Take the last letters of each words in ""Jake Juan Carlos Tommy Brenda"" and concatenate them.', 'answer': 'esya'}"
"{'question': 'Take the last letters of each words in ""Cruz Pepe Colin Jesus"" and concatenate them.', 'answer': 'zens'}"
"{'question': 'Take the last letters of each words in ""Alfredo Leslie Betty Calvin"" and concatenate them.', 'answer': 'oeyn'}"
"{'question': 'Take the last letters of each words in ""Jenny Connor Curtis Sydney"" and concatenate them.', 'answer': 'yrsy'}"
"{'question': 'Take the last letters of each words in ""Dulce Terri Rene Isaac"" and concatenate them.', 'answer': 'eiec'}"
"{'question': 'Take the last letters of each words in ""Hector Barry Alexa Ed"" and concatenate them.', 'answer': 'ryad'}"
"{'question': 'Take the last letters of each words in ""Jamie Dora Caleb Tomas"" and concatenate them.', 'answer': 'eabs'}"
"{'question': 'Take the last letters of each words in ""Mark Denise Anthony Omar"" and concatenate them.', 'answer': 'keyr'}"
"{'question': 'Take the last letters of each words in ""Charles Manuel Alondra Debra"" and concatenate them.', 'answer': 'slaa'}"
"{'question': 'Take the last letters of each words in ""Greg Marcus Virginia Maribel"" and concatenate them.', 'answer': 'gsal'}"
"{'question': 'Take the last letters of each words in ""Salvador Santos William Mariana"" and concatenate them.', 'answer': 'rsma'}"
"{'question': 'Take the last letters of each words in ""Wendy Adolfo Eli Doris"" and concatenate them.', 'answer': 'yois'}"
"{'question': 'Take the last letters of each words in ""Kristen April David Gene"" and concatenate them.', 'answer': 'nlde'}"
"{'question': 'Take the last letters of each words in ""Valeria Rey Pamela Susan"" and concatenate them.', 'answer': 'ayan'}"
"{'question': 'Take the last letters of each words in ""Gina Haley Juana Tara"" and concatenate them.', 'answer': 'ayaa'}"
"{'question': 'Take the last letters of each words in ""Giovanni Silvia Joshua Katie"" and concatenate them.', 'answer': 'iaae'}"
"{'question': 'Take the last letters of each words in ""Luke Kathleen Mayra Randy"" and concatenate them.', 'answer': 'enay'}"
"{'question': 'Take the last letters of each words in ""Luz Stanley Carlos Sophia"" and concatenate them.', 'answer': 'zysa'}"
"{'question': 'Take the last letters of each words in ""Naomi Elsa Dale Angelina"" and concatenate them.', 'answer': 'iaea'}"
"{'question': 'Take the last letters of each words in ""Cj Stacy Eugene Alyssa"" and concatenate them.', 'answer': 'jyea'}"
"{'question': 'Take the last letters of each words in ""Sandra Alfonso Felicia Connie"" and concatenate them.', 'answer': 'aoae'}"
"{'question': 'Take the last letters of each words in ""Albert Robert Troy Rose"" and concatenate them.', 'answer': 'ttye'}"
"{'question': 'Take the last letters of each words in ""Billy Felipe Monique Jessica"" and concatenate them.', 'answer': 'yeea'}"
"{'question': 'Take the last letters of each words in ""Marilyn Alice Kelsey Gerald"" and concatenate them.', 'answer': 'neyd'}"
"{'question': 'Take the last letters of each words in ""Francisco Isabel Jonathan Angelica"" and concatenate them.', 'answer': 'olna'}"
"{'question': 'Take the last letters of each words in ""Joaquin Tonya Jane Hugo"" and concatenate them.', 'answer': 'naeo'}"
"{'question': 'Take the last letters of each words in ""Jerry Beth Kristina Christina"" and concatenate them.', 'answer': 'yhaa'}"
"{'question': 'Take the last letters of each words in ""Joel Rigoberto Vivian Rita"" and concatenate them.', 'answer': 'lona'}"
"{'question': 'Take the last letters of each words in ""Nathaniel Erik Marcia Rosa"" and concatenate them.', 'answer': 'lkaa'}"
"{'question': 'Take the last letters of each words in ""Stephanie Al Angie Tony"" and concatenate them.', 'answer': 'eley'}"
"{'question': 'Take the last letters of each words in ""Nina Jennifer Ruth Guadalupe"" and concatenate them.', 'answer': 'arhe'}"
"{'question': 'Take the last letters of each words in ""Chelsea Xavier Zack Raymond"" and concatenate them.', 'answer': 'arkd'}"
"{'question': 'Take the last letters of each words in ""Audrey Elena Chloe Lucy"" and concatenate them.', 'answer': 'yaey'}"
"{'question': 'Take the last letters of each words in ""Jocelyn Devon Johnny Aj"" and concatenate them.', 'answer': 'nnyj'}"
"{'question': 'Take the last letters of each words in ""Liliana Doug Larry Juanita"" and concatenate them.', 'answer': 'agya'}"
"{'question': 'Take the last letters of each words in ""Lupita Diana Mona Ralph"" and concatenate them.', 'answer': 'aaah'}"
"{'question': 'Take the last letters of each words in ""Norma Drew Vicki Rodrigo"" and concatenate them.', 'answer': 'awio'}"
"{'question': 'Take the last letters of each words in ""Milton Ariel Cecilia Brittney"" and concatenate them.', 'answer': 'nlay'}"
"{'question': 'Take the last letters of each words in ""Sharon Emmanuel Miriam Jade"" and concatenate them.', 'answer': 'nlme'}"
"{'question': 'Take the last letters of each words in ""Jeanette Sara Josue Bertha"" and concatenate them.', 'answer': 'eaea'}"
"{'question': 'Take the last letters of each words in ""Jj Daniel Lynn Gaby"" and concatenate them.', 'answer': 'jlny'}"
"{'question': 'Take the last letters of each words in ""Angel Andrew Matt Leonel"" and concatenate them.', 'answer': 'lwtl'}"
"{'question': 'Take the last letters of each words in ""Jesse Leah Dustin Deanna"" and concatenate them.', 'answer': 'ehna'}"
"{'question': 'Take the last letters of each words in ""Rodolfo Rebecca Shelly Michael"" and concatenate them.', 'answer': 'oayl'}"
"{'question': 'Take the last letters of each words in ""Delia Ellen Heather Alfred"" and concatenate them.', 'answer': 'anrd'}"
"{'question': 'Take the last letters of each words in ""Victor Jasmine Jack Casey"" and concatenate them.', 'answer': 'reky'}"
"{'question': 'Take the last letters of each words in ""Jairo Marissa Liz Danielle"" and concatenate them.', 'answer': 'oaze'}"
"{'question': 'Take the last letters of each words in ""Savannah Alejandra Andres Ramiro"" and concatenate them.', 'answer': 'haso'}"
"{'question': 'Take the last letters of each words in ""Roberto Aida Brianna Arturo"" and concatenate them.', 'answer': 'oaao'}"
